2021-11-03 19:30:50,391: Key.backspace:
2021-11-03 19:30:50,529: Key.backspace:
2021-11-03 19:30:50,658: 'r':
2021-11-03 19:30:50,714: 'o':
2021-11-03 19:30:50,915: 'm':
2021-11-03 19:30:51,072: Key.space:
2021-11-03 19:30:52,631: Key.backspace:
2021-11-03 19:30:53,132: Key.backspace:
2021-11-03 19:30:53,216: Key.backspace:
2021-11-03 19:30:53,301: Key.backspace:
2021-11-03 19:30:53,385: Key.backspace:
2021-11-03 19:30:53,469: Key.backspace:
2021-11-03 19:30:53,553: Key.backspace:
2021-11-03 19:30:53,637: Key.backspace:
2021-11-03 19:30:53,720: Key.backspace:
2021-11-03 19:30:53,804: Key.backspace:
2021-11-03 19:30:53,889: Key.backspace:
2021-11-03 19:30:54,034: Key.backspace:
2021-11-03 19:30:54,203: Key.backspace:
2021-11-03 19:30:54,374: Key.backspace:
2021-11-03 19:30:54,704: 'a':
2021-11-03 19:30:54,814: Key.space:
2021-11-03 19:30:54,956: 'f':
2021-11-03 19:30:55,051: 'o':
2021-11-03 19:30:55,241: 'l':
2021-11-03 19:30:55,309: 'd':
2021-11-03 19:30:55,412: 'e':
2021-11-03 19:30:55,501: 'r':
2021-11-03 19:30:55,558: Key.space:
2021-11-03 19:30:55,740: 'f':
2021-11-03 19:30:55,832: 'r':
2021-11-03 19:30:55,927: 'o':
2021-11-03 19:30:56,088: 'm':
2021-11-03 19:30:56,209: Key.space:
2021-11-03 19:30:56,776: 'f':
2021-11-03 19:30:56,903: 'i':
2021-11-03 19:30:57,079: 'n':
2021-11-03 19:30:57,123: 'd':
2021-11-03 19:30:57,230: 'e':
2021-11-03 19:30:57,339: 'r':
2021-11-03 19:30:57,590: Key.space:
2021-11-03 19:30:58,439: 'i':
2021-11-03 19:30:58,937: 'n':
2021-11-03 19:30:59,101: Key.space:
2021-11-03 19:30:59,240: 'm':
2021-11-03 19:30:59,335: 'a':
2021-11-03 19:30:59,424: 'c':
2021-11-03 19:30:59,524: Key.enter:
2021-11-03 19:31:19,849: Key.backspace:
2021-11-03 19:31:20,350: Key.backspace:
2021-11-03 19:31:20,434: Key.backspace:
2021-11-03 19:31:20,518: Key.backspace:
2021-11-03 19:31:20,603: Key.backspace:
2021-11-03 19:31:20,686: Key.backspace:
2021-11-03 19:31:20,771: Key.backspace:
2021-11-03 19:31:20,855: Key.backspace:
2021-11-03 19:31:20,938: Key.backspace:
2021-11-03 19:31:21,022: Key.backspace:
2021-11-03 19:31:21,105: Key.backspace:
2021-11-03 19:31:21,189: Key.backspace:
2021-11-03 19:31:21,273: Key.backspace:
2021-11-03 19:31:21,357: Key.backspace:
2021-11-03 19:31:21,441: Key.backspace:
2021-11-03 19:31:21,525: Key.backspace:
2021-11-03 19:31:21,609: Key.backspace:
2021-11-03 19:31:21,693: Key.backspace:
2021-11-03 19:31:21,777: Key.backspace:
2021-11-03 19:31:21,862: Key.backspace:
2021-11-03 19:31:21,946: Key.backspace:
2021-11-03 19:31:22,029: Key.backspace:
2021-11-03 19:31:22,114: Key.backspace:
2021-11-03 19:31:22,198: Key.backspace:
2021-11-03 19:31:22,282: Key.backspace:
2021-11-03 19:31:22,366: Key.backspace:
2021-11-03 19:31:22,450: Key.backspace:
2021-11-03 19:31:22,534: Key.backspace:
2021-11-03 19:31:22,617: Key.backspace:
2021-11-03 19:31:22,701: Key.backspace:
2021-11-03 19:31:22,785: Key.backspace:
2021-11-03 19:31:22,870: Key.backspace:
2021-11-03 19:31:22,953: Key.backspace:
2021-11-03 19:31:23,037: Key.backspace:
2021-11-03 19:31:23,121: Key.backspace:
2021-11-03 19:31:23,336: Key.backspace:
2021-11-03 19:31:23,622: Key.shift:
2021-11-03 19:31:23,830: 'U':
2021-11-03 19:31:23,919: 's':
2021-11-03 19:31:24,193: 'e':
2021-11-03 19:31:24,305: 'r':
2021-11-03 19:31:24,686: 's':
2021-11-03 19:32:15,122: 't':
2021-11-03 19:32:15,692: 'a':
2021-11-03 19:32:15,831: 's':
2021-11-03 19:32:15,967: 'k':
2021-11-03 19:32:16,131: Key.space:
2021-11-03 19:32:16,366: 'm':
2021-11-03 19:32:16,479: 'a':
2021-11-03 19:32:16,715: 'n':
2021-11-03 19:32:16,875: 'a':
2021-11-03 19:32:17,231: 'g':
2021-11-03 19:32:17,442: 'e':
2021-11-03 19:32:17,535: 'r':
2021-11-03 19:32:17,643: Key.enter:
2021-11-03 19:33:17,162: 'q':
2021-11-03 19:33:17,246: 'u':
2021-11-03 19:33:17,422: 'i':
2021-11-03 19:33:17,504: 't':
2021-11-03 19:33:17,800: Key.space:
2021-11-03 19:33:17,919: Key.shift:
2021-11-03 19:33:18,019: '(':
2021-11-03 19:33:18,243: ')':
2021-11-03 19:33:18,550: Key.enter:
2021-11-03 19:33:19,872: Key.backspace:
2021-11-03 19:33:20,028: Key.backspace:
2021-11-03 19:33:25,564: Key.enter:
2021-11-03 19:33:37,412: 'h':
2021-11-03 19:33:37,617: 'o':
2021-11-03 19:33:37,711: 'w':
2021-11-03 19:33:37,819: Key.space:
2021-11-03 19:33:37,902: 't':
2021-11-03 19:33:37,970: 'o':
2021-11-03 19:33:38,083: Key.space:
2021-11-03 19:33:38,740: 'q':
2021-11-03 19:33:38,860: 'u':
2021-11-03 19:33:39,015: 'i':
2021-11-03 19:33:39,126: 't':
2021-11-03 19:33:39,218: Key.space:
2021-11-03 19:33:39,446: 'm':
2021-11-03 19:33:39,577: 'y':
2021-11-03 19:33:39,637: Key.space:
2021-11-03 19:33:40,016: 'k':
2021-11-03 19:33:40,098: 'e':
2021-11-03 19:33:40,972: 'y':
2021-11-03 19:33:41,086: Key.space:
2021-11-03 19:33:41,352: 'l':
2021-11-03 19:33:41,561: 'o':
2021-11-03 19:33:41,645: 'g':
2021-11-03 19:33:41,796: 'g':
2021-11-03 19:33:41,920: 'e':
2021-11-03 19:33:42,016: 'r':
2021-11-03 19:33:42,316: Key.space:
2021-11-03 19:33:42,525: 'i':
2021-11-03 19:33:42,751: 'n':
2021-11-03 19:33:42,909: Key.space:
2021-11-03 19:33:43,099: 't':
2021-11-03 19:33:43,182: 'e':
2021-11-03 19:33:43,287: 'r':
2021-11-03 19:33:43,378: 'm':
2021-11-03 19:33:43,533: 'i':
2021-11-03 19:33:43,666: 'n':
2021-11-03 19:33:43,863: 'a':
2021-11-03 19:33:43,963: 'l':
2021-11-03 19:33:44,144: Key.enter:
2021-11-03 19:34:15,460: 'h':
2021-11-03 19:34:15,643: 'o':
2021-11-03 19:34:15,723: 'w':
2021-11-03 19:34:15,794: Key.space:
2021-11-03 19:34:16,002: 't':
2021-11-03 19:34:16,067: 'o':
2021-11-03 19:34:16,185: Key.space:
2021-11-03 19:34:16,281: 'e':
2021-11-03 19:34:16,401: 'n':
2021-11-03 19:34:16,480: 'd':
2021-11-03 19:34:16,577: Key.space:
2021-11-03 19:34:16,868: 'y':
2021-11-03 19:34:16,931: Key.space:
2021-11-03 19:34:17,211: 'l':
2021-11-03 19:34:17,831: 'k':
2021-11-03 19:34:18,079: Key.backspace:
2021-11-03 19:34:18,251: Key.backspace:
2021-11-03 19:34:18,708: Key.backspace:
2021-11-03 19:34:18,879: Key.backspace:
2021-11-03 19:34:19,116: 'm':
2021-11-03 19:34:19,239: 'y':
2021-11-03 19:34:19,300: Key.space:
2021-11-03 19:34:19,529: 'k':
2021-11-03 19:34:19,682: 'e':
2021-11-03 19:34:19,862: 'y':
2021-11-03 19:34:20,105: 'l':
2021-11-03 19:34:20,278: 'o':
2021-11-03 19:34:20,377: 'g':
2021-11-03 19:34:20,541: 'g':
2021-11-03 19:34:20,689: 'e':
2021-11-03 19:34:20,781: 'r':
2021-11-03 19:34:20,873: Key.enter:
